id,title,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration,rating,studios,airing_ranking,broadcast_day_of_the_week,broadcast_start_time,start_season_year,start_season_season,statistics_watching,statistics_completed,statistics_on_hold,statistics_dropped,statistics_plan_to_watch,statistics_num_list_users,positive_viewership_fraction,negative_viewership_fraction
47794,MILGЯAM,2020-05-15,airing,"Interactive collaborative multimedia music project between DECO*27 and Takuya Yamanaka.
",7.28,2527.0,9072,2530,397,white,music,currently_airing,"[{'id': 19, 'name': 'Music'}, {'id': 40, 'name': 'Psychological'}]",0,other,240,pg_13,[],30,NIL,NIL,2020.0,spring,765.0,0.0,175.0,65.0,1526.0,2531.0,0.9052,0.0948
6149,Chibi Maruko-chan (1995),1995-01-08,airing,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life.

(Source: ANN)",7.27,2575.0,7937,3929,1298,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 23, 'name': 'School'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",0,manga,1380,g,"[{'id': 22, 'name': 'Nippon Animation'}]",31,sunday,18:00,1995.0,winter,1309.0,0.0,602.0,797.0,1220.0,3928.0,0.6438,0.3562
50281,Delicious Party♡Precure,2022-02-06,airing,no_synopsis,7.27,2581.0,7494,4604,590,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 10, 'name': 'Fantasy'}, {'id': 25, 'name': 'Shoujo'}]",0,original,1457,g,"[{'id': 18, 'name': 'Toei Animation'}]",32,sunday,08:30,2022.0,winter,2189.0,0.0,101.0,122.0,2194.0,4606.0,0.9516,0.0484
36686,Hifuu Katsudou Kiroku: The Sealed Esoteric History,2015-12-29,airing,"In the Outside World, only a few people know of the hidden realm called Gensokyo. Two of those individuals are Maribel Hearn and Renko Usami—the sole members of the Secret Sealing Club. Together, they dedicate themselves to learning more about Gensokyo, ranging from the Genso-Lunar War thousands of years ago to the history of the Moriya Shrine. Whether it be small talk, in-depth discussions, or tracking people who may have connections to this mystical land, even the sky cannot limit their growing curiosity.

[Written by MAL Rewrite]
",7.22,2810.0,6509,6496,729,white,ova,currently_airing,"[{'id': 10, 'name': 'Fantasy'}]",0,game,1800,pg_13,[],33,NIL,NIL,2015.0,fall,1241.0,0.0,631.0,166.0,4458.0,6496.0,0.8773,0.1227
45425,Slow Loop,2022-01-07,2022-03-25,"Since childhood, Hiyori Yamakawa has witnessed her father's various eccentricities, but one activity she has always loved doing with him is fly fishing—a complicated yet rewarding method of catching fish. Even after his sudden death, Hiyori still visits the seaside in her spare time, savoring the joy that her father's memento brings her.

Three years later, Hiyori's mother decides to remarry and arranges a dinner with her fiancé, his daughter, and Hiyori to celebrate. Anxious and wanting to pass the time, Hiyori goes to her usual fishing spot when a rather energetic girl named Koharu Minagi suddenly appears before her. The two soon become acquainted, with Koharu taking an interest in fly fishing herself. However, their meeting is more than just a coincidence: Koharu turns out to be Hiyori's future stepsibling, which is only the beginning of treasured memories the both of them will reel in as they foster their sisterhood.

[Written by MAL Rewrite]
",7.22,2831.0,2939,39916,6327,white,tv,currently_airing,"[{'id': 36, 'name': 'Slice of Life'}, {'id': 30, 'name': 'Sports'}]",12,manga,1450,pg_13,"[{'id': 957, 'name': 'Connect'}]",34,friday,22:00,2022.0,winter,19946.0,3.0,838.0,1794.0,17345.0,39926.0,0.9341,0.0659
47405,Wanmei Shijie,2021-04-23,airing,"Born into a unique world where villages fight to gain power and control, the main character, Shi Hao, is a genius blessed by the heavens born under the poorest of conditions.

His clan, however, has a mysterious past. To rise up and become the genius he is meant to be, the clan goes through every effort to aid his cultivation as they battle through fanatical monsters and engage in power struggles with other clans.

His journey will bring him through unknown lands until he is able to become a person that can truly shake the world.

(Source: Novels Xianxia&Xuanhuan Wiki)",7.22,2840.0,7774,4159,603,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",78,novel,1170,pg_13,"[{'id': 1667, 'name': 'Shanghai Foch Film and TV Culture Investment'}]",35,NIL,NIL,2021.0,spring,1438.0,1.0,121.0,172.0,2426.0,4158.0,0.9295,0.0705
48956,Wu Shang Shen Di 2nd Season,2021-05-21,airing,no_synopsis,7.18,3030.0,11073,1155,338,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 37, 'name': 'Supernatural'}]",128,novel,420,pg_13,[],36,NIL,NIL,2021.0,spring,763.0,1.0,47.0,59.0,285.0,1155.0,0.9082,0.0918
40351,Pokemon (2019),2019-11-17,airing,"On a new day in the Kanto region, Satoshi gets invited by Professor Yukinari Ookido over to Professor Sakuragi's lab-opening ceremony in Vermillion City. During the ceremonial speech, Professor Sakuragi receives an alert of a possibly rare Pokémon appearing in Vermillion City's harbor, leading Satoshi and the other trainers to rush to the area in hopes of finding the mysterious Pokémon. At the harbor, they find Lugia—a Legendary Pokémon—engaged in combat with other trainers.

Noticing the other trainers' tactics, Satoshi has his partner, Pikachu, strike Lugia with a Thunderbolt attack. Unfazed, Lugia flees, but not before Satoshi determinedly leaps onto its back. To Satoshi's surprise, he meets another boy, Gou, who leapt onto Lugia's back as well. The two ride on Lugia's back as it brings them along on a bizarre adventure across the seas. As it lets the two back on the ground, Satoshi and Gou bid their farewells to Lugia and return to Sakuragi Institute.

Impressed by Gou's findings and Satoshi's insight taken during their encounter, Sakuragi requests for the duo to be his new research partners. And so the duo's journey begins, traveling across multiple regions to meet many new Pokémon—including ones that have the ability to Gigantamax!

[Written by MAL Rewrite]",7.17,3036.0,2321,60903,20600,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}]",0,game,1415,pg,"[{'id': 28, 'name': 'OLM'}]",37,friday,18:55,2019.0,fall,33083.0,1.0,8388.0,6319.0,13110.0,60901.0,0.7585,0.2415
39638,Choujigen Game Neptune The Animation OVA,2019-07-08,airing,"The four goddesses alongside their sisters—Nepgear, Uni, Rom, and Ram—meet at a famous mountain resort in Lastation Kingdom seeking that nostalgic ""summer vacation"" feeling. But their plan to sit back and relax in a hot spring is interrupted when the younger sisters are swept into a portal leading to a parallel universe! The seemingly unfortunate situation takes a comical turn when they are greeted by a familiar face.

[Written by MAL Rewrite]",7.16,3089.0,5288,10844,3147,white,ova,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 4, 'name': 'Comedy'}, {'id': 10, 'name': 'Fantasy'}, {'id': 24, 'name': 'Sci-Fi'}]",3,game,1560,pg_13,"[{'id': 2037, 'name': 'Okuruto Noboru'}]",38,NIL,NIL,2019.0,summer,4191.0,3.0,865.0,171.0,5614.0,10844.0,0.9045,0.0955
42161,Poketoon,2020-06-04,airing,"Animations released on Pokémon Kids TV Japan YouTube channel.

Episodes:
#1: Zuruggu to Mimikkyu - Chase the Beans (ズルッグとミミッキュ), animated by Dandelion Animation Studio, released June 4, 2020.
#2: Hero ni Naritai Yanchamu (ヒーローになりたいヤンチャム), animated by Pancakes, released May 5, 2021.
#3: Yume no Tsubomi (ユメノツボミ), animated by Studio Colorido, released June 6, 2021.
#4: Mattete ne! Koiking (まっててね！コイキング), animated by Studio Colorido, released July 2, 2021.
#5: Pokapoka Magumaggu House (ぽかぽかマグマッグハウス), animated by Studio Colorido, released August 5, 2021.
#6: Gengar ni Nacchatta!? (ゲンガーになっちゃった！？), animated by Studio Colorido, released September 10, 2021.
#7: Fubuki no Natsu Yasumi (ふぶきのなつやみ), animated by Mimoid, released October 8, 2021.
#8: Purin no Uta (プリンのうた), animated by StudioGOONEYS, released December 28, 2021.",7.16,3122.0,7363,4800,1949,white,ona,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,game,260,g,"[{'id': 1033, 'name': 'Studio Colorido'}, {'id': 1111, 'name': 'DandeLion Animation Studio'}, {'id': 2047, 'name': 'Pancake'}]",39,NIL,NIL,2020.0,spring,2527.0,1.0,853.0,214.0,1205.0,4800.0,0.7777,0.2223
48505,Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,2021-10-02,2022-03-26,Second season of Hanyou no Yashahime: Sengoku Otogizoushi.,7.15,3187.0,3376,30490,4129,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 4, 'name': 'Comedy'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 37, 'name': 'Supernatural'}]",24,original,1449,pg_13,"[{'id': 14, 'name': 'Sunrise'}]",40,saturday,17:30,2021.0,fall,12257.0,3.0,693.0,677.0,16861.0,30491.0,0.9551,0.0449
44376,Idol Land PriPara,2021-08-18,airing,"Tie-in anime linked to the ""Idol Land PriPara"" smartphone game.

Episode 1 was streamed in advance during the ""PIA LIVE STREAM"" event on August 18, 2021. Regular broadcasting began in spring 2022.",7.15,3189.0,11439,997,131,white,ona,currently_airing,"[{'id': 19, 'name': 'Music'}, {'id': 25, 'name': 'Shoujo'}, {'id': 36, 'name': 'Slice of Life'}]",0,game,0,pg_13,[],41,NIL,NIL,2021.0,summer,298.0,0.0,67.0,40.0,592.0,997.0,0.8927,0.1073
40906,Dragon Quest: Dai no Daibouken (2020),2020-10-03,airing,"A long time ago, there was a valiant swordsman who came to be known simply as ""the hero."" There was a demon who has caused people suffering. The hero and his companions arrived to challenge the demon to a battle and by combining their powers, the battle was brought swift conclusion. With no one around to cause trouble, the island became a quiet place where everyone could live together in peace.

Several years later, the demon is revived. Our present-day protagonist, Dai, lives on a remote island in the southern seas and dreams of becoming a great hero. When he hears about the demon's revival, Dai and his friends take it upon themselves to stop him and the evil force that revived him. Along the way, Dai discovers the identity of ""the hero,"" the truth behind the evil force who revived the demon, and Dai's own hidden powers that surface in times of peril.

(Source: MU, edited)",7.14,3208.0,2422,57185,16591,white,tv,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]",0,manga,1442,pg_13,"[{'id': 18, 'name': 'Toei Animation'}]",42,saturday,09:30,2020.0,fall,27976.0,0.0,4667.0,6174.0,18366.0,57183.0,0.8104,0.1896
44273,Mewkledreamy Mix!,2021-04-11,2022-03-27,Second season of Mewkledreamy.,7.09,3420.0,10588,1395,199,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 15, 'name': 'Kids'}, {'id': 25, 'name': 'Shoujo'}]",50,other,1454,g,"[{'id': 7, 'name': 'J.C.Staff'}]",43,sunday,10:30,2021.0,spring,468.0,0.0,70.0,92.0,765.0,1395.0,0.8839,0.1161
48239,Leadale no Daichi nite,2022-01-05,2022-03-23,"The previously bedridden Keina Kagami finds herself in the world of her favorite VRMMORPG—titled Leadale—after the life support keeping her alive fails. Reincarnated in the body of her high-level character, ""Cayna,"" she notices that the world of Leadale is different from what she remembers playing.

As she comes to learn, two hundred years have passed since she last interacted with the world. However, this does not sadden Cayna—as it means that a new journey awaits her, filled with exciting prospects and unfamiliar faces all waiting to be discovered.

[Written by MAL Rewrite]",7.08,3485.0,1912,84052,17411,white,tv,currently_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}]",12,light_novel,1420,pg_13,"[{'id': 1978, 'name': 'Maho Film'}]",44,wednesday,23:30,2022.0,winter,53241.0,12.0,1115.0,2995.0,26686.0,84049.0,0.9511,0.0489
50274,Yao Shen Ji 5th Season,2021-10-30,airing,Fifth season of Yao Shen Ji.,7.08,3503.0,10393,1523,305,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 6, 'name': 'Demons'}, {'id': 10, 'name': 'Fantasy'}, {'id': 17, 'name': 'Martial Arts'}, {'id': 22, 'name': 'Romance'}]",52,novel,600,pg_13,"[{'id': 2042, 'name': 'Ruo Hong Culture'}]",45,NIL,NIL,2021.0,fall,898.0,0.0,52.0,57.0,516.0,1523.0,0.9284,0.0716
1199,Nintama Rantarou,1993-04-10,airing,"Rantarou, Shinbei and Kirimaru are ninja apprentices in the Ninja Gakuen, where first grade ones are called ""Nintamas"" (contraction of the words ninja+tama (egg)). They must learn everything a ninja must know, but as for our heroes, money, food or playing are more interesting. The series show the everyday adventures of our heroes, segmentated in a cartoon fashion, like 2 small episodes in a 30-min show. The cast also includes the teachers (Doi-sensei and crossdressing Yamada-sensei), nintama kunoichis, evil guys (Dokutake ninjas) and even family members of all the cast...

(Source: ANN)",7.07,3512.0,6569,6333,2053,white,tv,currently_airing,"[{'id': 4, 'name': 'Comedy'}, {'id': 15, 'name': 'Kids'}]",0,manga,600,g,"[{'id': 30, 'name': 'Ajia-Do'}]",46,other,18:10,1993.0,spring,1729.0,0.0,1008.0,1397.0,2199.0,6333.0,0.6202,0.3798
50934,Stars*Collection!,2022-01-28,airing,A series of shorts following the eccentric and hilarious daily lives of the Holostars VTubers!,7.07,3525.0,13164,525,184,white,ona,currently_airing,"[{'id': 4, 'name': 'Comedy'}]",0,other,120,pg_13,"[{'id': 2167, 'name': 'Hololive Production'}]",47,NIL,NIL,2022.0,winter,375.0,0.0,28.0,24.0,98.0,525.0,0.901,0.099
50207,Fanren Xiu Xian Chuan: Mo Dao Zheng Feng,2021-11-14,airing,no_synopsis,7.06,3560.0,11742,886,158,white,ona,currently_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 10, 'name': 'Fantasy'}, {'id': 13, 'name': 'Historical'}, {'id': 17, 'name': 'Martial Arts'}]",26,novel,1140,pg_13,[],48,NIL,NIL,2021.0,fall,457.0,0.0,32.0,35.0,362.0,886.0,0.9244,0.0756
